symbol,name,price,chg,pct_chg,volume_str,avg_volume_str,market_cap_str,pe_ratio,avg_volume,market_cap
PAC,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",110.40,2.22,+2.05%,"39,588","61,016",6.098B,24.86,61016,6098000000
AA,Alcoa Corporation,32.68,0.7,+2.19%,3.812M,6.312M,6.087B,,6312000,6087000000
ESLT,Elbit Systems Ltd.,138.63,2.92,+2.15%,"13,075","31,071",6.086B,27.71,31071,6086000000
HAE,Haemonetics Corporation,119.65,1.07,+0.90%,"95,427","366,905",6.081B,56.44,366905,6081000000
ADPT,Adaptive Biotechnologies Corporation,43.58,3.28,+8.14%,1.017M,"978,850",6.067B,,978850,6067000000
UPWK,Upwork Inc.,48.47,2.39,+5.19%,"747,040",2.322M,6.057B,,2322000,6057000000
BPMC,Blueprint Medicines Corporation,104.47,8.46,+8.81%,"212,681","487,631",6.055B,18.69,487631,6055000000
RXN,Rexnord Corporation,50.60,1.06,+2.13%,"381,915","854,378",6.052B,39.54,854378,6052000000
NARI,"Inari Medical, Inc.",124.16,5.89,+4.98%,"450,023","572,805",6.048B,,572805,6048000000
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",92.16,2.01,+2.23%,"234,958",1.265M,6.029B,26.54,1265000,6029000000
RBC,Regal Beloit Corporation,147.86,4.25,+2.96%,"671,064","294,316",6.006B,31.87,294316,6006000000
SKX,"Skechers U.S.A., Inc.",38.03,-0.11,-0.29%,"738,100",1.308M,5.999B,59.51,1308000,5999000000
SPWR,SunPower Corporation,35.16,2.86,+8.85%,2.846M,9.075M,5.997B,14.17,9075000,5997000000
GIL,Gildan Activewear Inc.,30.23,0.31,+1.04%,"210,261","482,660",5.997B,,482660,5997000000
CACI,CACI International Inc,237.63,12.64,+5.62%,"332,202","193,363",5.996B,16.18,193363,5996000000
BB,BlackBerry Limited,10.67,0.33,+3.19%,8.252M,50.676M,5.99B,,50676000,5990000000
LSCC,Lattice Semiconductor Corporation,43.86,1.98,+4.73%,"827,713",1.043M,5.988B,129.00,1042999,5988000000
HTA,"Healthcare Trust of America, Inc.",27.33,0.03,+0.11%,1.135M,1.724M,5.978B,113.88,1724000,5978000000
PRI,"Primerica, Inc.",151.87,0.19,+0.13%,"39,955","154,250",5.975B,15.87,154250,5975000000
X,United States Steel Corporation,22.20,1.34,+6.45%,12.063M,18.333M,5.968B,,18333000,5968000000
LHCG,"LHC Group, Inc.",188.79,5.88,+3.22%,"237,542","182,718",5.965B,53.03,182718,5965000000
THC,Tenet Healthcare Corporation,55.97,0.39,+0.70%,"863,949",1.003M,5.944B,14.93,1002999,5944000000
BJ,"BJ's Wholesale Club Holdings, Inc.",43.26,-0.28,-0.64%,1.534M,2.365M,5.939B,14.28,2365000,5939000000
AYX,"Alteryx, Inc.",88.75,3.2,+3.74%,"958,234",1.694M,5.934B,,1694000,5934000000
BWXT,"BWX Technologies, Inc.",62.39,1.36,+2.23%,"130,092","439,010",5.927B,21.44,439010,5927000000
BWXT,"BWX Technologies, Inc.",62.39,1.36,+2.23%,"130,083","439,010",5.927B,21.44,439010,5927000000
HALO,"Halozyme Therapeutics, Inc.",43.72,0.9,+2.10%,"438,586",1.427M,5.914B,48.04,1427000,5914000000
GEBHY,Genting Berhad,7.75,0.89,+13.01%,"66,161","34,558",5.903B,28.70,34558,5903000000
DNPLY,"Dai Nippon Printing Co., Ltd.",10.74,-0.19,-1.74%,"39,728","57,298",5.9B,10.84,57298,5900000000
JWN,"Nordstrom, Inc.",37.35,-0.36,-0.95%,1.323M,4.544M,5.894B,,4544000,5894000000
PHI,PLDT Inc.,27.42,-0.31,-1.12%,"41,054","103,525",5.891B,41.30,103525,5891000000
UNM,Unum Group,28.88,-0.43,-1.47%,"853,774",2.531M,5.884B,7.42,2531000,5884000000
INSP,"Inspire Medical Systems, Inc.",216.80,6.26,+2.97%,"157,395","259,091",5.881B,,259091,5881000000
EGIEY,Engie Brasil Energia S.A.,7.30,0.44,+6.41%,"12,951","29,275",5.879B,10.03,29275,5879000000
CIBEY,Commercial International Bank -Egypt S.A.E,4.0700,0.06,+1.50%,"25,648","177,213",5.877B,10.97,177213,5877000000
FL,"Foot Locker, Inc.",56.37,-0.3,-0.53%,"642,755",1.91M,5.874B,18.34,1910000,5874000000
CHNVF,China Youzan Limited,0.3700,0.0,0.00%,"1,350","48,254",5.848B,,48254,5848000000
AL,Air Lease Corporation,51.32,2.58,+5.29%,"773,591","830,593",5.844B,11.69,830593,5844000000
MRWSY,Wm Morrison Supermarkets PLC,12.24,-0.28,-2.21%,"1,442","33,758",5.838B,18.27,33758,5838000000
APHA,Aphria Inc.,18.38,0.65,+3.66%,8.4M,24.203M,5.809B,61.47,24203000,5809000000
AMWL,American Well Corporation,24.72,1.48,+6.37%,1.027M,3.167M,5.808B,,3167000,5808000000
SHLS,"Shoals Technologies Group, Inc.",34.81,0.96,+2.84%,1.129M,2.444M,5.799B,,2444000,5799000000
TFSL,TFS Financial Corporation,21.11,-0.18,-0.84%,"115,152","322,583",5.795B,72.80,322583,5795000000
CLGX,"CoreLogic, Inc.",79.20,0.14,+0.18%,"349,279",1.599M,5.794B,21.17,1599000,5794000000
NYCB,"New York Community Bancorp, Inc.",12.40,-0.26,-2.01%,2.045M,4.151M,5.777B,12.16,4151000,5777000000
DEI,"Douglas Emmett, Inc.",32.91,-0.09,-0.27%,"608,180",1.541M,5.775B,117.54,1541000,5775000000
MEDP,"Medpace Holdings, Inc.",161.08,1.0,+0.62%,"78,303","213,895",5.756B,41.95,213895,5756000000
ACC,"American Campus Communities, Inc.",41.73,0.06,+0.14%,"600,607","922,491",5.744B,81.82,922491,5744000000
IART,Integra LifeSciences Holdings Corporation,68.01,-0.59,-0.86%,"115,053","409,661",5.738B,43.32,409661,5738000000
CFX,Colfax Corporation,48.40,0.29,+0.60%,1.198M,1.069M,5.738B,157.14,1069000,5738000000
EVR,Evercore Inc.,136.43,1.57,+1.16%,"201,924","473,298",5.733B,16.60,473298,5733000000
CYBR,CyberArk Software Ltd.,147.93,6.15,+4.34%,"220,314","695,440",5.73B,,695440,5730000000
FCEL,"FuelCell Energy, Inc.",17.76,1.48,+9.12%,25.342M,49.105M,5.728B,,49105000,5728000000
SAIA,"Saia, Inc.",217.53,-2.35,-1.07%,"109,264","193,776",5.727B,41.83,193776,5727000000
OZK,Bank OZK,44.25,0.7,+1.61%,"483,088","882,963",5.721B,19.58,882963,5721000000
OTGLY,CD Projekt S.A.,14.77,0.77,+5.50%,"134,936","219,443",5.721B,,219443,5721000000
LRENY,Lojas Renner S.A.,7.26,0.37,+5.30%,"18,552","51,946",5.717B,21.79,51946,5717000000
ELY,Callaway Golf Company,31.00,0.7,+2.31%,"741,252",1.849M,5.716B,,1849000,5716000000
FR,"First Industrial Realty Trust, Inc.",44.15,0.3,+0.68%,"430,045","929,111",5.701B,28.86,929111,5701000000
ESGR,Enstar Group Limited,257.83,-5.62,-2.13%,"24,612","37,321",5.697B,3.27,37321,5697000000
ONEM,"1Life Healthcare, Inc.",42.79,1.94,+4.75%,"627,969",1.435M,5.692B,,1435000,5692000000
KHOTF,Kahoot! AS,13.02,-0.08,-0.61%,"32,061","110,422",5.692B,,110422,5692000000
GTLS,"Chart Industries, Inc.",156.62,4.05,+2.65%,"109,411","387,493",5.687B,18.53,387493,5687000000
NEO,"NeoGenomics, Inc.",48.58,2.65,+5.77%,"480,486","984,536",5.681B,"1,278.42",984536,5681000000
NEP,"NextEra Energy Partners, LP",74.79,0.38,+0.51%,"209,085","788,200",5.676B,,788200,5676000000
NATI,National Instruments Corporation,43.03,1.07,+2.55%,"395,234","811,025",5.663B,39.48,811025,5663000000
FOXF,Fox Factory Holding Corp.,135.32,-1.26,-0.92%,"110,473","253,163",5.657B,60.96,253163,5657000000
MGNI,"Magnite, Inc.",48.94,4.72,+10.66%,1.997M,5.964M,5.655B,,5964000,5655000000
NTNX,"Nutanix, Inc.",27.67,0.66,+2.44%,"955,150",1.901M,5.652B,,1901000,5652000000
TNDM,"Tandem Diabetes Care, Inc.",90.42,2.82,+3.21%,"329,675","783,545",5.651B,,783545,5651000000
HOG,"Harley-Davidson, Inc.",36.83,0.64,+1.77%,"509,819",2.257M,5.647B,"4,603.75",2257000,5647000000
QDEL,Quidel Corporation,133.06,3.05,+2.35%,1.083M,"936,031",5.631B,7.15,936031,5631000000
TCNNF,Trulieve Cannabis Corp.,47.75,1.65,+3.58%,"147,557","467,638",5.613B,80.66,467638,5613000000
IRDM,Iridium Communications Inc.,41.72,0.91,+2.24%,"916,834",1.64M,5.603B,,1640000,5603000000
KT,KT Corporation,11.85,0.12,+1.02%,"292,854",1.076M,5.6B,12.29,1076000,5600000000
CWEN,"Clearway Energy, Inc.",28.60,0.28,+1.01%,"319,061","902,690",5.596B,132.43,902690,5596000000
MAN,ManpowerGroup Inc.,101.58,1.36,+1.36%,"116,767","393,198",5.587B,247.77,393198,5587000000
EXP,Eagle Materials Inc.,132.97,2.24,+1.71%,"269,362","348,560",5.585B,16.02,348560,5585000000
CWEN-A,"Clearway Energy, Inc.",27.09,0.2,+0.74%,"99,543","362,571",5.583B,125.42,362571,5583000000
ORCC,Owl Rock Capital Corporation,14.26,0.18,+1.24%,"697,141",1.396M,5.579B,10.02,1396000,5579000000
DUFRY,Dufry AG,6.88,0.03,+0.44%,"182,535","249,075",5.579B,60.83,249075,5579000000
VLY,Valley National Bancorp,13.72,-0.06,-0.40%,2.118M,2.224M,5.563B,14.75,2224000,5563000000
SDGR,"Schrödinger, Inc.",79.45,7.17,+9.92%,1.077M,1.112M,5.562B,,1112000,5562000000
ENGGY,"Enagás, S.A.",10.59,-0.02,-0.19%,"4,765","26,101",5.561B,8.83,26101,5561000000
EGP,"EastGroup Properties, Inc.",140.11,1.33,+0.96%,"57,320","189,160",5.557B,50.76,189160,5557000000
TNET,"TriNet Group, Inc.",84.17,0.64,+0.76%,"76,521","264,410",5.554B,21.09,264410,5554000000
TPTX,"Turning Point Therapeutics, Inc.",112.76,6.76,+6.38%,"299,103","286,128",5.523B,,286128,5523000000
OMCL,"Omnicell, Inc.",128.30,1.37,+1.08%,"400,270","367,186",5.522B,173.38,367186,5522000000
PSTH,"Pershing Square Tontine Holdings, Ltd.",27.60,0.4,+1.47%,1.302M,4.337M,5.52B,,4337000,5520000000
PRGO,Perrigo Company plc,41.42,0.04,+0.10%,"387,665",1.445M,5.513B,,1445000,5513000000
WBS,Webster Financial Corporation,60.99,0.17,+0.27%,"181,042","577,658",5.506B,25.95,577658,5506000000
AVIR,"Atea Pharmaceuticals, Inc.",66.60,2.52,+3.93%,"98,966","349,433",5.502B,,349433,5502000000
HLF,Herbalife Nutrition Ltd.,46.55,-0.12,-0.26%,"284,342",1.091M,5.489B,16.81,1091000,5489000000
TIMB,TIM S.A.,11.75,0.39,+3.43%,"490,431","408,115",5.479B,,408115,5479000000
GLPG,Galapagos NV,83.34,0.93,+1.13%,"49,567","363,790",5.478B,,363790,5478000000
JHG,Janus Henderson Group plc,31.75,0.39,+1.24%,"396,239",1.358M,5.472B,36.49,1358000,5472000000
LPX,Louisiana-Pacific Corporation,51.26,0.76,+1.50%,"465,148",1.388M,5.459B,11.49,1388000,5459000000
ADS,Alliance Data Systems Corporation,109.76,0.89,+0.82%,"522,712",1.023M,5.455B,24.59,1022999,5455000000
KZMYY,KAZ Minerals PLC,5.89,0.25,+4.43%,"15,251","27,553",5.452B,9.13,27553,5452000000
HELE,Helen of Troy Limited,223.43,-5.79,-2.52%,"119,842","244,621",5.451B,24.79,244621,5451000000
AMKR,"Amkor Technology, Inc.",22.38,0.86,+4.00%,"526,647",2.081M,5.446B,15.99,2081000,5446000000
SAIC,Science Applications International Corporation,93.50,2.45,+2.69%,"232,710","384,968",5.444B,26.56,384968,5444000000
VIRT,"Virtu Financial, Inc.",28.23,0.51,+1.84%,"493,948",1.54M,5.432B,5.47,1540000,5432000000
DAVA,Endava plc,89.34,2.43,+2.80%,"30,805","156,323",5.429B,213.22,156323,5429000000
SNPHY,"Santen Pharmaceutical Co., Ltd.",13.60,0.25,+1.87%,"10,458","39,466",5.422B,17.78,39466,5422000000
SHLX,"Shell Midstream Partners, L.P.",13.78,0.44,+3.34%,1.178M,1.731M,5.422B,11.06,1731000,5422000000
BEAM,Beam Therapeutics Inc.,92.64,8.32,+9.87%,"513,665",1.18M,5.412B,,1180000,5412000000
TNL,Travel + Leisure Co.,62.89,0.25,+0.40%,"275,028","694,925",5.404B,,694925,5404000000
ASAN,"Asana, Inc.",33.92,2.0,+6.27%,1.628M,1.479M,5.399B,,1479000,5399000000
SWI,SolarWinds Corporation,17.03,0.5,+3.02%,"516,505",2.596M,5.375B,34.06,2596000,5375000000
HNP,"Huaneng Power International, Inc.",13.69,0.01,+0.04%,"38,736","39,291",5.371B,42.77,39291,5371000000
ASH,Ashland Global Holdings Inc.,88.43,0.82,+0.94%,"352,824","554,730",5.365B,,554730,5365000000
PK,Park Hotels & Resorts Inc.,22.67,0.34,+1.55%,1.281M,3.797M,5.36B,,3797000,5360000000
FLS,Flowserve Corporation,41.11,0.79,+1.96%,"979,599","957,156",5.356B,46.19,957156,5356000000
JCOM,"J2 Global, Inc.",118.57,1.24,+1.06%,"178,579","506,076",5.356B,37.29,506076,5356000000
EQT,EQT Corporation,19.20,0.43,+2.29%,1.766M,6.054M,5.354B,,6054000,5354000000
QRTEA,"Qurate Retail, Inc.",13.04,0.14,+1.09%,1.929M,3.995M,5.354B,4.56,3995000,5354000000
MMS,"Maximus, Inc.",87.08,1.1,+1.28%,"135,784","374,980",5.351B,24.84,374980,5351000000
CROX,"Crocs, Inc.",81.75,4.06,+5.23%,"817,801",1.018M,5.35B,17.93,1018000,5350000000
ALLO,"Allogene Therapeutics, Inc.",37.94,-0.49,-1.28%,"674,498","895,236",5.336B,,895236,5336000000
HHC,The Howard Hughes Corporation,96.71,0.22,+0.22%,"94,563","424,030",5.33B,,424030,5330000000
ASMVY,ASM Pacific Technology Limited,38.83,1.88,+5.10%,898,"25,918",5.32B,16.83,25918,5320000000
SFIX,"Stitch Fix, Inc.",49.93,1.46,+3.01%,2.177M,3.445M,5.31B,,3445000,5310000000
CR,Crane Co.,91.30,0.18,+0.20%,"79,842","309,733",5.31B,29.64,309733,5310000000
DSGX,The Descartes Systems Group Inc,62.80,0.57,+0.92%,"58,096","114,295",5.307B,102.95,114295,5307000000
OLN,Olin Corporation,33.40,0.12,+0.36%,"508,841",1.374M,5.299B,,1374000,5299000000
DCP,"DCP Midstream, LP",25.34,0.37,+1.48%,"643,638",1.14M,5.28B,,1140000,5280000000
CUZ,Cousins Properties Incorporated,35.54,0.03,+0.08%,"286,247","939,041",5.28B,22.24,939041,5280000000
KMPR,Kemper Corporation,80.60,-0.71,-0.87%,"85,232","255,948",5.276B,13.13,255948,5276000000
XRX,Xerox Holdings Corporation,26.55,0.02,+0.08%,"611,273",2.435M,5.274B,31.61,2435000,5274000000
M,"Macy's, Inc.",16.91,-0.04,-0.24%,10.4M,23.812M,5.25B,,23812000,5250000000
SPR,"Spirit AeroSystems Holdings, Inc.",49.79,1.44,+2.98%,2.007M,3.042M,5.249B,,3042000,5249000000
IOVA,"Iovance Biotherapeutics, Inc.",35.70,1.99,+5.90%,"724,038",1.417M,5.247B,,1417000,5247000000
SLG,SL Green Realty Corp.,75.52,1.09,+1.46%,"310,636",1.446M,5.237B,15.07,1446000,5237000000
VMI,"Valmont Industries, Inc.",246.12,2.23,+0.91%,"39,628","164,468",5.221B,37.46,164468,5221000000
ENIC,Enel Chile S.A.,3.9100,0.04,+1.03%,"432,566","459,446",5.216B,9.77,459446,5216000000
MZDAY,Mazda Motor Corporation,4.1200,-0.07,-1.67%,"16,472","51,743",5.207B,7.80,51743,5207000000
STAG,"STAG Industrial, Inc.",32.84,0.06,+0.18%,"460,815","991,156",5.202B,24.88,991156,5202000000
VNT,Vontier Corporation,30.81,-0.13,-0.42%,"700,603",2.586M,5.193B,,2586000,5193000000
FIZZ,National Beverage Corp.,55.46,-0.1,-0.18%,"343,586",1.328M,5.174B,32.15,1328000,5174000000
SRGHY,Shoprite Holdings Limited,9.32,0.14,+1.47%,"1,773","35,718",5.173B,13.53,35718,5173000000
ACHC,"Acadia Healthcare Company, Inc.",58.07,0.83,+1.45%,"249,998","623,440",5.171B,,623440,5171000000
SHAK,Shake Shack Inc.,122.89,2.87,+2.39%,"391,099","883,701",5.158B,,883701,5158000000
EVBG,"Everbridge, Inc.",142.30,10.55,+8.01%,"328,591","467,958",5.158B,,467958,5158000000
UBSI,"United Bankshares, Inc.",39.95,0.01,+0.03%,"142,868","544,373",5.153B,16.65,544373,5153000000
SNX,SYNNEX Corporation,99.82,2.94,+3.04%,"109,954","341,050",5.151B,9.77,341050,5151000000
SAIL,"SailPoint Technologies Holdings, Inc.",56.34,3.06,+5.74%,"411,225",1.146M,5.151B,,1146000,5151000000
GSHD,"Goosehead Insurance, Inc",140.05,9.62,+7.37%,"50,446","150,490",5.148B,274.60,150490,5148000000
RLI,RLI Corp.,114.00,-0.04,-0.04%,"42,272","136,915",5.147B,32.95,136915,5147000000
CFXA,Colfax Corporation,199.52,1.72,+0.87%,"1,903","31,293",5.135B,647.79,31293,5135000000
LDI,"loanDepot, Inc.",20.67,0.41,+2.00%,"168,537",1.317M,5.134B,1.30,1317000,5134000000
BE,Bloom Energy Corporation,29.86,2.15,+7.76%,2.111M,4.933M,5.131B,,4933000,5131000000
ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",172.69,3.86,+2.29%,"13,016","61,581",5.13B,17.82,61581,5130000000
NVRO,Nevro Corp.,148.10,2.65,+1.82%,"147,022","411,205",5.128B,,411205,5128000000
EXPO,"Exponent, Inc.",98.94,0.49,+0.50%,"49,518","219,560",5.125B,63.83,219560,5125000000
ASGN,ASGN Incorporated,96.62,0.93,+0.98%,"37,454","215,966",5.121B,25.70,215966,5121000000
ALGM,"Allegro MicroSystems, Inc.",26.94,1.65,+6.54%,"437,552",1.09M,5.104B,,1090000,5104000000
AXS-PE,AXIS Capital Holdings Limited,25.71,0.04,+0.16%,"37,773","34,982",5.102B,,34982,5102000000
CIT,CIT Group Inc.,51.65,1.21,+2.40%,"390,948",1.002M,5.098B,,1002000,5098000000
CAN,Canaan Inc.,32.54,4.56,+16.30%,14.264M,17.035M,5.098B,,17035000,5098000000
SANA,"Sana Biotechnology, Inc.",27.03,0.32,+1.20%,"233,303",1.156M,5.064B,,1156000,5064000000
LANC,Lancaster Colony Corporation,183.75,0.72,+0.39%,"15,231","97,355",5.062B,37.73,97355,5062000000
ESNT,Essent Group Ltd.,44.83,0.83,+1.89%,"698,701","833,400",5.059B,11.55,833400,5059000000
SABR,Sabre Corporation,15.94,0.49,+3.19%,8.319M,8.615M,5.059B,,8615000,5059000000
WK,Workiva Inc.,101.95,2.39,+2.40%,"176,218","446,685",5.057B,,446685,5057000000
POWI,"Power Integrations, Inc.",83.96,3.14,+3.89%,"146,799","415,111",5.042B,71.76,415111,5042000000
EBS,Emergent BioSolutions Inc.,94.49,4.86,+5.42%,"295,790","610,796",5.036B,16.66,610796,5036000000
CCMP,"CMC Materials, Inc.",172.50,6.37,+3.83%,"54,114","193,763",5.031B,37.51,193763,5031000000
TKGBY,Turkiye Garanti Bankasi A.S.,1.2000,-0.03,-2.44%,"4,123","163,141",5.029B,,163141,5029000000
SONO,"Sonos, Inc.",41.77,2.06,+5.20%,2.522M,3.182M,5.002B,115.72,3182000,5002000000
NYCB-PA,"New York Community Bancorp, Inc.",29.23,0.05,+0.17%,"22,851","25,717",4.997B,28.66,25717,4997000000
MSM,"MSC Industrial Direct Co., Inc.",89.36,-0.05,-0.06%,"266,158","417,863",4.988B,22.23,417863,4988000000
CHX,ChampionX Corporation,24.83,0.4,+1.66%,"761,819",1.701M,4.979B,,1701000,4979000000
LOPE,"Grand Canyon Education, Inc.",106.08,3.55,+3.46%,"73,258","335,471",4.972B,19.46,335471,4972000000
ESI,Element Solutions Inc,20.09,-0.41,-2.00%,1.132M,2.044M,4.964B,66.09,2044000,4964000000
FEYE,"FireEye, Inc.",20.78,0.54,+2.67%,2.271M,9.412M,4.958B,,9412000,4958000000
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,79.98,4.04,+5.32%,"379,878","550,480",4.952B,,550480,4952000000
FLO,"Flowers Foods, Inc.",23.38,0.02,+0.09%,"248,751",1.128M,4.95B,32.52,1128000,4950000000
SRC,"Spirit Realty Capital, Inc.",43.07,0.78,+1.84%,"180,775","864,161",4.947B,287.13,864161,4947000000
COR,CoreSite Realty Corporation,115.68,1.6,+1.40%,"92,965","353,286",4.947B,59.32,353286,4947000000
VRM,"Vroom, Inc.",36.46,2.36,+6.92%,1.787M,3.352M,4.944B,,3352000,4944000000
GOOS,Canada Goose Holdings Inc.,44.75,-0.88,-1.93%,"924,001",1.823M,4.927B,65.52,1823000,4927000000
LPRO,Open Lending Corporation,38.81,1.98,+5.38%,"497,305",1.1M,4.921B,,1100000,4921000000
CW,Curtiss-Wright Corporation,120.16,0.27,+0.23%,"95,634","213,925",4.919B,25.03,213925,4919000000
BMCLF,BAIC Motor Corporation Limited,0.3603,0.0138,+3.98%,"4,360","44,450",4.905B,,44450,4905000000
AHCO,AdaptHealth Corp.,37.81,1.83,+5.10%,"491,914",1.018M,4.904B,,1018000,4904000000
CLH,"Clean Harbors, Inc.",89.36,-0.6,-0.67%,"147,155","294,390",4.897B,36.93,294390,4897000000
APPF,"AppFolio, Inc.",142.16,0.7,+0.49%,"74,643","196,956",4.89B,32.02,196956,4890000000
GEBHF,Genting Berhad,1.3200,0.0,0.00%,"10,000","25,300",4.884B,24.44,25300,4884000000
ROLL,RBC Bearings Incorporated,194.23,5.22,+2.76%,"73,455","116,485",4.883B,49.30,116485,4883000000
NVT,nVent Electric plc,29.00,-0.14,-0.48%,"917,131",1.649M,4.877B,,1649000,4877000000
ORA,"Ormat Technologies, Inc.",86.90,1.28,+1.49%,"294,893","753,706",4.865B,52.67,753706,4865000000
AYI,"Acuity Brands, Inc.",135.05,0.68,+0.51%,"105,220","452,471",4.865B,21.10,452471,4865000000
UNF,UniFirst Corporation,256.87,-0.48,-0.19%,"51,252","81,780",4.844B,37.74,81780,4844000000
TKC,Turkcell Iletisim Hizmetleri A.S.,5.51,-0.01,-0.09%,"123,929","326,213",4.836B,7.40,326213,4836000000
AEO,"American Eagle Outfitters, Inc.",29.09,-0.7,-2.36%,2.262M,4.869M,4.834B,,4869000,4834000000
NCR,NCR Corporation,37.13,0.39,+1.06%,"380,365",1.337M,4.831B,,1337000,4831000000
HXL,Hexcel Corporation,57.68,0.04,+0.07%,"215,460","911,785",4.825B,152.59,911785,4825000000
ABCM,Abcam plc,21.37,0.6,+2.89%,"12,283","178,045",4.808B,,178045,4808000000
GTES,Gates Industrial Corporation plc,16.53,0.38,+2.35%,"293,729","664,976",4.808B,61.45,664976,4808000000
VVV,Valvoline Inc.,26.42,0.21,+0.80%,"369,466",1.726M,4.793B,14.93,1726000,4793000000
ENSG,"The Ensign Group, Inc.",87.60,-0.36,-0.41%,"105,956","274,045",4.791B,28.63,274045,4791000000
MSGS,Madison Square Garden Sports Corp.,198.49,3.32,+1.70%,"103,692","222,088",4.787B,,222088,4787000000
DM,"Desktop Metal, Inc.",20.65,1.89,+10.07%,2.603M,4.254M,4.785B,,4254000,4785000000
IDA,"IDACORP, Inc.",94.79,0.01,+0.01%,"175,738","354,560",4.784B,20.21,354560,4784000000
KBR,"KBR, Inc.",33.95,0.6,+1.80%,"800,037",1.31M,4.782B,,1310000,4782000000
SHI,Sinopec Shanghai Petrochemical Company Limited,24.58,0.18,+0.74%,"11,163","35,648",4.78B,2.61,35648,4780000000
VNET,"21Vianet Group, Inc.",35.84,2.32,+6.92%,2.195M,2.394M,4.764B,46.79,2394000,4764000000
ACIW,"ACI Worldwide, Inc.",40.53,0.85,+2.14%,"201,484","660,826",4.748B,65.37,660826,4748000000
FTDR,"frontdoor, inc.",55.40,0.0,+0.01%,"76,856","422,338",4.738B,42.29,422338,4738000000
AMRS,"Amyris, Inc.",17.94,0.55,+3.16%,1.56M,5.624M,4.735B,,5624000,4735000000
BTG,B2Gold Corp.,4.5000,0.01,+0.22%,4.564M,7.736M,4.734B,7.63,7736000,4734000000
TV,"Grupo Televisa, S.A.B.",8.48,0.5,+6.33%,1.456M,1.33M,4.728B,15.29,1330000,4728000000
HLI,"Houlihan Lokey, Inc.",68.28,0.96,+1.43%,"100,557","395,920",4.708B,17.01,395920,4708000000
BXMT,"Blackstone Mortgage Trust, Inc.",32.00,0.35,+1.11%,"529,824",1.072M,4.705B,32.96,1072000,4705000000
ALTR,Altair Engineering Inc.,63.05,3.31,+5.54%,"272,985","305,066",4.703B,,305066,4703000000
GOFPY,Greek Organization of Football Prognostics S.A.,6.82,0.03,+0.52%,"10,096","81,080",4.682B,26.88,81080,4682000000
SYNA,Synaptics Incorporated,133.90,2.43,+1.84%,"237,984","566,056",4.68B,33.96,566056,4680000000
PACW,PacWest Bancorp,39.27,-0.04,-0.10%,"281,635",1.04M,4.68B,,1040000,4680000000
RYN,Rayonier Inc.,33.83,0.27,+0.80%,"144,674","462,951",4.662B,123.01,462951,4662000000
CAR,"Avis Budget Group, Inc.",66.75,1.47,+2.25%,"609,415",1.46M,4.662B,,1460000,4662000000
GPK,Graphic Packaging Holding Company,17.40,0.04,+0.23%,1.276M,2.834M,4.659B,29.00,2834000,4659000000
SAGE,"Sage Therapeutics, Inc.",79.80,4.5,+5.98%,"189,330","530,163",4.659B,6.98,530163,4659000000
HLNE,Hamilton Lane Incorporated,87.86,0.2,+0.23%,"45,940","246,961",4.658B,35.48,246961,4658000000
PRSP,Perspecta Inc.,28.92,0.07,+0.24%,"967,780",2.108M,4.658B,,2108000,4658000000
SEM,Select Medical Holdings Corporation,34.45,-0.67,-1.91%,"278,268","588,070",4.645B,17.88,588070,4645000000
TDC,Teradata Corporation,42.59,-0.66,-1.53%,"496,284",2.487M,4.642B,36.72,2487000,4642000000
EDVMF,Endeavour Mining Corporation,19.12,0.13,+0.68%,"12,987","26,328",4.641B,,26328,4641000000
SSD,"Simpson Manufacturing Co., Inc.",107.00,-0.92,-0.85%,"155,101","240,201",4.637B,25.06,240201,4637000000
NOMD,Nomad Foods Limited,26.29,0.4,+1.55%,"286,126","971,300",4.636B,26.11,971300,4636000000
ALSN,"Allison Transmission Holdings, Inc.",41.31,-0.47,-1.14%,"345,898",1.124M,4.624B,15.77,1124000,4624000000
THG,"The Hanover Insurance Group, Inc.",127.04,0.02,+0.02%,"59,957","203,686",4.623B,13.50,203686,4623000000
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",59.43,1.74,+3.02%,"502,628","807,506",4.62B,53.98,807506,4620000000
RHP,"Ryman Hospitality Properties, Inc.",84.03,1.18,+1.42%,"258,592","500,455",4.62B,,500455,4620000000
STN,Stantec Inc.,41.55,0.08,+0.19%,"20,002","82,028",4.609B,90.72,82028,4609000000
